ensembl_gene_id,gene_symbol,gene_type,gene_set,symbol_mapping_count,n_samples,zero_n,below_0_1_tpm_n,all_zero,near_zero_expression,near_zero_log_variance,mean_tpm,median_tpm,max_tpm,mean_log2_tpm1,sd_log2_tpm1,p05_log2_tpm1,p95_log2_tpm1
ENSG00000006704.11,GTF2IRD1,protein_coding,other,1,113,0,0,False,False,False,20.1788389380531,19.164,48.0175,4.258254309455344,0.6767315700598919,3.093954619147882,5.2328303229553095
ENSG00000006712.15,PAF1,protein_coding,other,1,113,0,0,False,False,False,93.26977168141593,84.4028,432.824,6.371848898005694,0.7503745343257222,5.288211217639581,7.515099377146265
ENSG00000006715.16,VPS41,protein_coding,other,1,113,0,0,False,False,False,24.941249557522127,23.139,73.1739,4.558250068600147,0.6457901702669618,3.494726221700946,5.552006913961218
ENSG00000006740.17,ARHGAP44,protein_coding,other,1,113,0,1,False,False,False,3.022103539823009,2.1623,15.6172,1.6931960488754796,0.9314480169104695,0.42457800216914204,3.3293236234847408
ENSG00000006744.19,ELAC2,protein_coding,other,1,113,0,0,False,False,False,37.50491946902655,36.2049,104.8475,5.168541389683484,0.5461307097684261,4.239822302080946,5.971915802922355
ENSG00000006747.15,SCIN,protein_coding,other,1,113,0,1,False,False,False,1.7693,0.9028,29.5398,1.1535579293602933,0.783316498841745,0.3027478343856015,2.7279849166994508
ENSG00000006756.16,ARSD,protein_coding,other,1,113,0,0,False,False,False,32.39301592920354,26.7817,100.8883,4.795013295656696,0.923909131339638,3.127714133502563,6.164394068775724
ENSG00000006757.12,PNPLA4,protein_coding,other,1,113,0,0,False,False,False,15.846715044247787,13.777,58.5172,3.788781833582623,0.9532970082712411,1.911060711262761,5.246796524554753
ENSG00000006788.14,MYH13,protein_coding,other,1,113,3,43,False,False,False,0.20113805309734514,0.1268,1.4841,0.2440056081009334,0.23007969567834177,0.014980372243684845,0.7178224424578213
ENSG00000006831.10,ADIPOR2,protein_coding,other,1,113,0,0,False,False,False,69.545196460177,61.813,293.3931,5.95649123196518,0.7184279488611355,4.753006689792725,7.091072389650321
ENSG00000006837.12,CDKL3,protein_coding,other,1,113,0,3,False,False,False,0.41376194690265483,0.3971,1.0993,0.48349896415567883,0.21282206761863187,0.18156464878657214,0.886404199362493
ENSG00000007001.13,UPP2,protein_coding,other,1,113,6,44,False,False,False,0.21283274336283187,0.1327,0.9954,0.257278195009637,0.23875668766374009,0.010838633616216948,0.8323131345704542
ENSG00000007038.11,PRSS21,protein_coding,other,1,113,5,22,False,False,False,13.598187610619469,0.5796,179.5247,1.8257638761008335,2.2027107975969016,0.037057654090601494,6.378706788419838
ENSG00000007047.15,MARK4,protein_coding,other,1,113,0,0,False,False,False,24.176907964601767,22.4834,65.565,4.495751640113238,0.6884101887601356,3.402696778225466,5.564925055408213
ENSG00000007062.12,PROM1,protein_coding,other,1,113,0,2,False,False,False,117.09416814159292,77.9389,602.7983,5.89219942929231,2.0881006941399853,1.5598832090875072,8.425186914914562
ENSG00000007080.11,CCDC124,protein_coding,other,1,113,0,0,False,False,False,117.51785486725664,107.0959,348.3227,6.656167310605489,0.8929110168867791,5.172166643314576,7.898938773119471
ENSG00000007129.18,CEACAM21,protein_coding,other,1,113,0,1,False,False,False,2.8009168141592915,2.2823,16.6009,1.6932295786772815,0.7896554282400844,0.5013540076420285,3.0626112890100443
ENSG00000007168.14,PAFAH1B1,protein_coding,other,1,113,0,0,False,False,False,31.38197079646018,29.9772,73.1023,4.885810253024672,0.6449653668269518,3.5414450307936836,5.746758213726563
ENSG00000007171.18,NOS2,protein_coding,other,1,113,1,2,False,False,False,0.9248407079646018,0.6571,5.6178,0.8331625525984008,0.5250601615834348,0.21675773534168136,1.7076687245242659
ENSG00000007174.18,DNAH9,protein_coding,other,1,113,7,98,False,False,False,0.09071150442477877,0.0224,2.615,0.09601858352992951,0.24341929320133696,0.0,0.3192760258237984
ENSG00000007202.15,KIAA0100,protein_coding,other,1,113,0,0,False,False,False,54.38450353982302,46.6458,537.9669,5.5133063522308605,0.8482624559587119,3.9631721849438026,6.688087227467397
ENSG00000007216.15,SLC13A2,protein_coding,other,1,113,14,37,False,False,False,4.070667256637168,0.301,159.1834,1.0334235510514294,1.4031596770620827,0.0,3.8390922646318177
ENSG00000007237.19,GAS7,protein_coding,other,1,113,0,0,False,False,False,12.552681415929202,9.1519,99.7455,3.3143787896217263,1.1122979607114847,1.3102697722174281,5.134562656204432
ENSG00000007255.10,TRAPPC6A,protein_coding,other,1,113,0,0,False,False,False,77.7015274336283,72.5347,238.2972,6.067123731303312,0.8630799226955821,4.60781491673161,7.345811547895742
ENSG00000007264.15,MATK,protein_coding,other,1,113,0,1,False,False,False,6.309897345132743,3.241,84.5235,2.2460860458723637,1.2126841049880916,0.6660255107435324,4.421380618177341
ENSG00000007306.15,CEACAM7,protein_coding,other,1,113,39,76,False,False,False,0.68339203539823,0.0242,19.6694,0.3461445817185246,0.7766163072616754,0.0,1.929492320185488
ENSG00000007312.13,CD79B,protein_coding,other,1,113,0,0,False,False,False,9.91875221238938,5.1735,101.8096,2.7621833775702616,1.3090556813891518,0.9577189692667186,5.255064796838331
ENSG00000007314.12,SCN4A,protein_coding,other,1,113,0,22,False,False,False,0.6190451327433628,0.2954,6.6774,0.5489711360068984,0.566388961706661,0.05458116806868466,1.6955638647020272
ENSG00000007341.19,ST7L,protein_coding,other,1,113,0,0,False,False,False,4.948279646017699,4.6285,12.3871,2.47950428189858,0.5242669655554452,1.5133391592330272,3.295949796406976
ENSG00000007350.17,TKTL1,protein_coding,other,1,113,10,75,False,False,False,0.3845283185840709,0.0729,14.3031,0.24522426866045655,0.572211971912388,0.0,0.7720178640528899
ENSG00000007372.24,PAX6,protein_coding,other,1,113,4,52,False,False,False,1.0588353982300884,0.1191,17.5997,0.6362375758307175,0.8901670867385694,0.0038612354427720393,2.3808775524025325
ENSG00000007376.8,RPUSD1,protein_coding,other,1,113,0,0,False,False,False,38.42369911504424,34.7628,94.2368,5.137405493828192,0.7198631706590735,4.0960517702982795,6.187080337566617
ENSG00000007384.15,RHBDF1,protein_coding,other,1,113,0,0,False,False,False,30.93267699115044,27.6693,95.8739,4.777156132181171,0.8327032167401747,3.4269565095381966,6.036279559834331
ENSG00000007392.17,LUC7L,protein_coding,other,1,113,0,0,False,False,False,18.550508849557524,16.3831,74.3458,4.140572089956189,0.6416675650878199,3.1703913997422632,5.211693982640713
ENSG00000007402.12,CACNA2D2,protein_coding,other,1,113,0,0,False,False,False,1.8495442477876107,0.9857,14.5601,1.215554254116296,0.7893160788431035,0.3985322940412015,3.0797242955501276
ENSG00000007516.14,BAIAP3,protein_coding,other,1,113,0,1,False,False,False,1.9160805309734512,0.9757,13.2712,1.2394515348589537,0.8521983031812791,0.2745612012832174,3.0036523090514486
ENSG00000007520.4,TSR3,protein_coding,other,1,113,0,0,False,False,False,83.1087610619469,79.4601,253.0932,6.224768952542687,0.7391345936175301,5.06251383599338,7.333034796667403
ENSG00000007541.17,PIGQ,protein_coding,other,1,113,0,0,False,False,False,15.589061946902655,13.8982,52.4618,3.8892256332509465,0.6933805709461517,2.8589707018056116,4.887674174778796
ENSG00000007545.16,CRAMP1,protein_coding,other,1,113,0,0,False,False,False,8.159589380530974,7.5024,19.8643,3.094542250702798,0.5489838128431953,2.146142053196008,3.9180801538957817
ENSG00000007866.22,TEAD3,protein_coding,other,1,113,0,0,False,False,False,61.162102654867255,54.9671,262.5147,5.78343585817464,0.7105342431183213,4.72578911906351,6.7850370350359706
ENSG00000007908.16,SELE,protein_coding,other,1,113,0,0,False,False,False,12.988207079646017,5.726,391.57,2.781653942905881,1.491506060339977,0.4652321221895725,5.221122793113719
ENSG00000007923.16,DNAJC11,protein_coding,other,1,113,0,0,False,False,False,24.08316460176991,22.3999,65.7756,4.474685158637595,0.7435303242891339,3.223916708511198,5.475580383775806
ENSG00000007933.13,FMO3,protein_coding,other,1,113,0,0,False,False,False,16.83772123893805,1.845,603.4228,2.0498195346969443,1.8012541068344923,0.3695624966452364,6.223640948724783
ENSG00000007944.15,MYLIP,protein_coding,other,1,113,0,0,False,False,False,36.37454778761062,30.8225,183.6872,4.9568836639292835,0.8627406655411247,3.6062262411255235,6.326082628344531
ENSG00000007952.18,NOX1,protein_coding,other,1,113,0,0,False,False,False,1.368159292035398,1.1694,6.9261,1.156869729585264,0.47433270384991927,0.5189368962899512,2.0551362815185885
ENSG00000007968.7,E2F2,protein_coding,other,1,113,0,0,False,False,False,13.893367256637168,10.7519,83.4534,3.5385199985796705,1.013508698345431,2.009244872169422,5.109182109072932
ENSG00000008018.9,PSMB1,protein_coding,other,1,113,0,0,False,False,False,273.29439557522124,249.4967,989.1396,7.979251998436093,0.5731806633736074,7.219767759956244,8.96834770981187
ENSG00000008056.14,SYN1,protein_coding,other,1,113,0,2,False,False,False,1.9471646017699116,0.9218,30.176,1.177618332745369,0.8703929415342613,0.3550160260615338,2.6793925373857754
ENSG00000008083.14,JARID2,protein_coding,other,1,113,0,0,False,False,False,32.102934513274334,25.8808,131.5531,4.787874666255351,0.869480275718865,3.4226504904691017,6.157758945287397
ENSG00000008086.13,CDKL5,protein_coding,other,1,113,0,0,False,False,False,4.896276991150443,3.8274,34.4269,2.291737260775837,0.8606198713407464,0.8646057141890628,3.567383491818161
ENSG00000008118.10,CAMK1G,protein_coding,other,1,113,0,7,False,False,False,0.7186893805309734,0.4356,16.2839,0.6136849138745664,0.5213510927874697,0.11920784077026951,1.1163094953012296
ENSG00000008128.23,CDK11A,protein_coding,other,1,113,0,0,False,False,False,0.6512,0.5849,1.8782,0.6918117916664478,0.29740709142775856,0.2644627370156099,1.255654860396125
ENSG00000008130.15,NADK,protein_coding,other,1,113,0,0,False,False,False,36.86630265486726,34.5786,71.9365,5.123373146783635,0.6230582233715886,4.014457608319597,5.926663047148427
ENSG00000008196.13,TFAP2B,protein_coding,other,1,113,4,19,False,False,False,22.591746017699116,0.9142,636.962,1.8681108910829658,2.2745649524356844,0.009662234959116384,6.588557779106627
ENSG00000008197.5,TFAP2D,protein_coding,other,1,113,88,106,False,True,False,0.06647433628318584,0.0,3.01,0.05952582078444571,0.2568258658821255,0.0,0.17625720639285844
ENSG00000008226.20,DLEC1,protein_coding,other,1,113,0,12,False,False,False,0.4218221238938053,0.2947,2.3285,0.468072647849301,0.3225034336472023,0.12559820482694847,1.107954158068397
ENSG00000008256.16,CYTH3,protein_coding,other,1,113,0,0,False,False,False,27.942853982300885,23.6387,114.0759,4.617135854410202,0.8375344310945351,3.213334538901859,5.78187728898507
ENSG00000008277.14,ADAM22,protein_coding,other,1,113,0,1,False,False,False,2.1599831858407077,1.2965,18.8707,1.3379943667261867,0.8735899542594576,0.2623159353402884,2.9468930364008856
ENSG00000008282.9,SYPL1,protein_coding,other,1,113,0,0,False,False,False,172.0486477876106,158.3852,458.881,7.243498755389016,0.7976834453958511,5.9121189638488145,8.402675803331137
ENSG00000008283.16,CYB561,protein_coding,other,1,113,0,0,False,False,False,98.05471592920354,85.576,277.0122,6.423188021387553,0.8673603814791252,5.167309008971038,7.619036356858009
ENSG00000008294.21,SPAG9,protein_coding,other,1,113,0,0,False,False,False,29.780010619469024,26.6112,77.2729,4.696247545953993,0.88999141861003,3.1794398465891147,5.999912354902474
ENSG00000008300.17,CELSR3,protein_coding,other,1,113,0,0,False,False,False,3.3865778761061947,1.9702,25.4639,1.7275150689815595,0.9991964383496665,0.43432658715182215,3.653811575544928
ENSG00000008311.15,AASS,protein_coding,other,1,113,0,0,False,False,False,4.831448672566371,3.729,22.3017,2.2922336240461854,0.8463780636657815,1.070780785270601,3.6934254354286424
ENSG00000008323.15,PLEKHG6,protein_coding,other,1,113,0,0,False,False,False,20.4486389380531,14.4523,134.9892,3.892382548499006,1.3217131127632076,1.362105595005219,5.8053923349232885
ENSG00000008324.12,SS18L2,protein_coding,other,1,113,0,0,False,False,False,19.3124203539823,17.6028,49.7181,4.24882648505388,0.5236413368038024,3.5436046536298402,5.1089553366867415
ENSG00000008382.16,MPND,protein_coding,other,1,113,0,0,False,False,False,15.092389380530973,12.8333,53.0375,3.799030434174772,0.7942914366494271,2.66958403784108,4.987586427585935
ENSG00000008394.13,MGST1,protein_coding,other,1,113,0,1,False,False,False,91.83613982300885,81.0505,354.9717,6.124483926905456,1.3509837462518126,4.058279832682113,7.8024779054607185
ENSG00000008405.12,CRY1,protein_coding,other,1,113,0,0,False,False,False,20.2883,17.8012,54.0012,4.212562703500654,0.7810278617929632,2.8488784079787757,5.407784052451834
ENSG00000008438.5,PGLYRP1,protein_coding,other,1,113,29,54,False,False,False,0.37071415929203544,0.1135,14.516,0.29182496798914226,0.48892409631581696,0.0,0.8244732062225624
ENSG00000008441.18,NFIX,protein_coding,other,1,113,0,0,False,False,False,127.24074336283185,107.0132,500.1609,6.6103134227735545,1.1378329493401593,4.429799528422087,8.09888691665102
ENSG00000008513.16,ST3GAL1,protein_coding,other,1,113,0,0,False,False,False,38.12453185840708,27.7381,186.7077,4.924466093397711,1.0182738275923988,3.2081268898992557,6.525747914697236
ENSG00000008516.17,MMP25,protein_coding,other,1,113,0,0,False,False,False,3.6846716814159293,2.1326,38.0688,1.8356598099353576,0.9200558786903924,0.6610135211950574,3.5631562733815048
ENSG00000008517.18,IL32,protein_coding,other,1,113,0,0,False,False,False,95.78032300884955,76.9008,385.5092,6.001784684266232,1.4269484966969073,3.378368415116989,8.044936408934106
ENSG00000008710.20,PKD1,protein_coding,other,1,113,0,0,False,False,False,7.6983070796460185,6.1547,27.5484,2.9049171502569004,0.7927158895645485,1.6578583817594865,4.257980320147224
ENSG00000008735.14,MAPK8IP2,protein_coding,other,1,113,0,0,False,False,False,13.443769026548674,7.5348,98.4594,3.0043522843755235,1.577346555719025,0.4606901488487352,5.595782675420166
ENSG00000008838.20,MED24,protein_coding,other,1,113,0,0,False,False,False,40.288118584070794,38.2465,109.5835,5.218396535818201,0.7017974737408591,4.104324189570774,6.2060570251076985
ENSG00000008853.17,RHOBTB2,protein_coding,other,1,113,0,0,False,False,False,6.698403539823008,6.066,36.5181,2.721121029744337,0.8081820330686559,1.2876743852754993,3.925559788555868
ENSG00000008869.12,HEATR5B,protein_coding,other,1,113,0,0,False,False,False,19.517473451327437,17.8459,87.4903,4.182276185205511,0.7314270883926305,3.025740303220147,5.124414683788338
ENSG00000008952.17,SEC62,protein_coding,other,1,113,0,0,False,False,False,69.45290619469026,62.2469,265.2615,5.996028041984894,0.6358912833838616,4.899347127147535,7.019472765113922
ENSG00000008988.11,RPS20,protein_coding,other,1,113,0,0,False,False,False,505.76506371681415,423.7664,1890.6553,8.813456369777898,0.692326432195062,7.6763997876187835,10.002620458996368
ENSG00000009307.16,CSDE1,protein_coding,other,1,113,0,0,False,False,False,490.4919407079646,476.778,1225.8367,8.760193141999087,0.7707904974301651,7.308334757956957,9.809143607811256
ENSG00000009335.18,UBE3C,protein_coding,other,1,113,0,0,False,False,False,50.05662389380531,42.9517,146.9811,5.479925838315499,0.7759229008891274,4.0710367409603405,6.603437797088029
ENSG00000009413.16,REV3L,protein_coding,other,1,113,0,0,False,False,False,10.709651327433628,8.5087,78.2747,3.206430653955628,0.9895803210328797,1.5546576821671618,4.664668638604474
ENSG00000009694.13,TENM1,protein_coding,other,1,113,1,50,False,False,False,0.7936442477876107,0.124,23.0388,0.4726737364501942,0.7568944579904625,0.02250274747963169,1.7422148489272469
ENSG00000009709.12,PAX7,protein_coding,other,1,113,59,88,False,False,False,1.1766203539823008,0.0,34.3334,0.3958237010613146,1.0136891697487547,0.0,2.8205542486300508
ENSG00000009724.17,MASP2,protein_coding,other,1,113,1,5,False,False,False,0.710429203539823,0.5098,3.8583,0.690999579483282,0.4598080381984772,0.16003620211742078,1.5380386972024105
ENSG00000009765.15,IYD,protein_coding,other,1,113,16,82,False,False,False,0.6504495575221239,0.0296,49.1508,0.24692125146710522,0.6606112832368459,0.0,1.6227019655539014
ENSG00000009780.16,FAM76A,protein_coding,other,1,113,0,0,False,False,False,14.13054513274336,13.133,45.034,3.778610853820068,0.6460977077407224,2.5688881141668087,4.708597530466242
ENSG00000009790.15,TRAF3IP3,protein_coding,other,1,113,0,0,False,False,False,6.5157734513274335,3.9005,30.0618,2.4371424676329867,1.1497758132533829,0.707347681546293,4.542320559637208
ENSG00000009830.12,POMT2,protein_coding,other,1,113,0,0,False,False,False,7.992688495575221,7.4003,21.5528,3.057504887670662,0.5767861578659111,2.1117264594960887,3.9518683268850796
ENSG00000009844.16,VTA1,protein_coding,other,1,113,0,0,False,False,False,31.085310619469027,28.3017,91.9155,4.830115329849227,0.7418565080994275,3.6906634893030468,5.825123823829028
ENSG00000009950.16,MLXIPL,protein_coding,other,1,113,1,15,False,False,False,1.2009690265486728,0.5712,9.566,0.8763222503192326,0.7815825692249587,0.07056778639845536,2.56944603949261
ENSG00000009954.11,BAZ1B,protein_coding,other,1,113,0,0,False,False,False,92.20416460176992,80.4665,251.252,6.351709670571586,0.7693590744304705,4.979916781091381,7.4696091134575395
ENSG00000010017.13,RANBP9,protein_coding,other,1,113,0,0,False,False,False,55.38529557522124,47.7303,188.166,5.57031202826783,0.874314715088219,4.029355848643923,6.912059761784913
ENSG00000010030.14,ETV7,protein_coding,other,1,113,0,1,False,False,False,18.66149115044248,11.9348,94.7755,3.7341118534906235,1.3199354960343717,1.7214542039188245,5.924439545608376
